Food,Ingredient,Origin
Clam_chowder,Onion,United_States
Clam_chowder,Potato,United_States
Clam_chowder,Broth,United_States
Redonkadonk,Bacon,United_States
Redonkadonk,Ham,United_States
Redonkadonk,Cheese,United_States
Redonkadonk,Spam_(food),United_States
Redonkadonk,Egg_(food),United_States
Redonkadonk,Cheese_sandwich,United_States
Chicken_and_waffles,Chicken,United_States
Chicken_and_waffles,Waffle,United_States
Zopf,Butter,Switzerland
Zopf,Flour,Switzerland
Zopf,Milk,Switzerland
Zopf,Egg_(food),Switzerland
Zopf,Bakers_yeast,Switzerland
Angel_cake,Flour,United_Kingdom
Angel_cake,Sugar,United_Kingdom
Angel_cake,Vanilla,United_Kingdom
Angel_cake,Icing_(food),United_Kingdom
Angel_cake,Egg_(food),United_Kingdom
Breakfast_sandwich,Cheese,United_States
Breakfast_sandwich,Bread,United_States
Breakfast_sandwich,Egg_(food),United_States
Punsch-roll,Butter,Sweden
Punsch-roll,Cocoa_bean,Sweden
Punsch-roll,Marzipan,Sweden
Punsch-roll,Chocolate,Sweden
Punsch-roll,Cookie,Sweden
Punsch-roll,Punsch,Sweden
Ambrosia_(fruit_salad),Coconut,United_States
Ambrosia_(fruit_salad),Marshmallow,United_States
Ambrosia_(fruit_salad),Pineapple,United_States
Ambrosia_(fruit_salad),Mandarin_orange,United_States
Chinese_chicken_salad,Ginger,United_States
Chinese_chicken_salad,Lettuce,United_States
Chinese_chicken_salad,Sesame_oil,United_States
Chinese_chicken_salad,Chicken_(food),United_States
Chinese_chicken_salad,Chinese_noodles,United_States
Imagawayaki,Red_bean_paste,Taiwan
Mandazi,Flour,Tanzania
Mandazi,Milk,Tanzania
Mandazi,Sugar,Tanzania
Mandazi,Water,Tanzania
Mandazi,Yeast,Tanzania
Pashofa,White_corn,United_States
Piyaz,Bean,Turkey
Piyaz,Vegetable,Turkey
Piyaz,Boiled_egg,Turkey
Steak_and_kidney_pudding,Suet,United_Kingdom
Steak_and_kidney_pudding,Pig,United_Kingdom
Steak_and_kidney_pudding,Lamb_and_mutton,United_Kingdom
Steak_and_kidney_pudding,Steak,United_Kingdom
Wagon_Wheels,Marshmallow,United_Kingdom
Wagon_Wheels,Chocolate,United_Kingdom
Cashew_chicken,Cashew,United_States
Cashew_chicken,Soy_sauce,United_States
Cashew_chicken,Stock_(food),United_States
Cashew_chicken,Chicken_(food),United_States
Cashew_chicken,Vegetable,United_States
Cashew_chicken,Oyster_sauce,United_States
Hot_milk_cake,Flour,United_States
Hot_milk_cake,Milk,United_States
Hot_milk_cake,Egg_(food),United_States
Zerde,Rice,Turkey
Zerde,Sugar,Turkey
Zerde,Raisin,Turkey
Zerde,Pistachio,Turkey
Zerde,Saffron,Turkey
Carac_(pastry),Pie,Switzerland
Carac_(pastry),Chocolate,Switzerland
Carac_(pastry),Icing_(food),Switzerland
Cheese_and_pickle_sandwich,Cheese,United_Kingdom
Cheese_and_pickle_sandwich,Bread,United_Kingdom
Cheese_and_pickle_sandwich,Branston_(brand),United_Kingdom
Drunken_noodles,Chili_pepper,Thailand
Drunken_noodles,Fish_sauce,Thailand
Drunken_noodles,Soy_sauce,Thailand
Drunken_noodles,Meat,Thailand
Drunken_noodles,Seafood,Thailand
Drunken_noodles,Garlic,Thailand
Drunken_noodles,Shahe_fen,Thailand
Drunken_noodles,Bean_sprout,Thailand
Drunken_noodles,Ocimum_tenuiflorum,Thailand
Drunken_noodles,Tofu,Thailand
Panada,Bread,United_Kingdom
Lardy_cake,Flour,United_Kingdom
Lardy_cake,Zante_currant,United_Kingdom
Lardy_cake,Spice,United_Kingdom
Lardy_cake,Sugar,United_Kingdom
Lardy_cake,Raisin,United_Kingdom
Lardy_cake,Rendering_(animal_products),United_Kingdom
Piki,Water,United_States
Piki,Cornmeal,United_States
Piki,Blue_corn,United_States
Summer_pudding,Fruit,United_Kingdom
Summer_pudding,Bread,United_Kingdom
Summer_pudding,Juice,United_Kingdom
Half-smoke,Beef,United_States
Half-smoke,Pork,United_States
Cheese_dog,Cheese,United_States
Cheese_dog,Processed_cheese,United_States
Cheese_dog,Hot_dog,United_States
Pla_ra,Fish_sauce,Thailand
Johnny_Marzetti,Macaroni,United_States
Johnny_Marzetti,Ground_beef,United_States
Chocolate_chip_cookie_dough_ice_cream,Chocolate_chip_cookie,United_States
Chocolate_chip_cookie_dough_ice_cream,Ice_cream,United_States
Hallongrotta,Fruit_preserves,Sweden
Harput_meatballs,Tomato_paste,Turkey
Harput_meatballs,Spice,Turkey
Harput_meatballs,Ground_beef,Turkey
Harput_meatballs,Parsley,Turkey
Potato_doughnut,Potato,United_States
Caozaiguo,Glutinous_rice,Taiwan
Caozaiguo,Gnaphalium_affine,Taiwan
Devils_food_cake,Butter,United_States
Devils_food_cake,Flour,United_States
Devils_food_cake,Egg_white,United_States
Devils_food_cake,Cocoa_solids,United_States
Fudge,Butter,United_States
Fudge,Milk,United_States
Fudge,Sugar,United_States
Lemon_ice_box_pie,Butter,United_States
Lemon_ice_box_pie,Condensed_milk,United_States
Lemon_ice_box_pie,Egg_(food),United_States
Lemon_ice_box_pie,Graham_cracker,United_States
Lemon_ice_box_pie,Lemon,United_States
Mayfair_salad_dressing,Canola,United_States
Mayfair_salad_dressing,Champagne,United_States
Mayfair_salad_dressing,Anchovy,United_States
Mayfair_salad_dressing,Celery,United_States
Mayfair_salad_dressing,Garlic,United_States
Mayfair_salad_dressing,Horseradish,United_States
Mayfair_salad_dressing,Onion,United_States
Mayfair_salad_dressing,Black_pepper,United_States
Mayfair_salad_dressing,Cooking_oil,United_States
Mayfair_salad_dressing,Egg_(food),United_States
Mayfair_salad_dressing,Mustard_(condiment),United_States
Pig_candy,Caramel,United_States
Pig_candy,Smoking_(cooking),United_States
Pig_candy,Pecan,United_States
Pig_candy,Brown_sugar,United_States
Shuangbaotai,Dough,Taiwan
Dondurma,Milk,Turkey
Dondurma,Sugar,Turkey
Dondurma,Mastic_(plant_resin),Turkey
Dondurma,Salep,Turkey
Sambal,Chili_pepper,Sri_Lanka
Sambal,Garlic,Sri_Lanka
Sambal,Shrimp_paste,Sri_Lanka
Better_than_sex_cake,Flour,United_States
Better_than_sex_cake,Sugar,United_States
Better_than_sex_cake,Egg_(food),United_States
Cobb_salad,Bacon,United_States
Cobb_salad,Chives,United_States
Cobb_salad,Endive,United_States
Cobb_salad,Lettuce,United_States
Cobb_salad,Tomato,United_States
Cobb_salad,Roquefort,United_States
Cobb_salad,Avocado,United_States
Cobb_salad,Egg_(food),United_States
Cobb_salad,Vinaigrette,United_States
Cobb_salad,Romaine_lettuce,United_States
Cobb_salad,Chicken_(food),United_States
Cobb_salad,Watercress,United_States
Gulab_jamun,Saffron,Sri_Lanka
Gulab_jamun,Khoa,Sri_Lanka
Gulab_jamun,Saffron,Suriname
Gulab_jamun,Khoa,Suriname
Coney_Island_hot_dog,Beef,United_States
Mi_krop,Rice_noodles,Thailand
Panocha,Wheat_flour,United_States
Panocha,Panela,United_States
Polkagris,Sugar,Sweden
Polkagris,Peppermint,Sweden
Scouse_(food),Beef,United_Kingdom
Scouse_(food),Lamb_and_mutton,United_Kingdom
Peanut_butter_cup,Chocolate,United_States
Peanut_butter_cup,Peanut_butter,United_States
Cheese_dream,Butter,United_States
Cheese_dream,Cheddar_cheese,United_States
Cheese_dream,Bread,United_States
Birnenhonig,Pear,Switzerland
Date_shake,Date_palm,United_States
Date_shake,Ice_cream,United_States
Malt_loaf,Malt,United_Kingdom
Rat_na,Fish_sauce,Thailand
Rat_na,Soy_sauce,Thailand
Rat_na,Tapioca,Thailand
Rat_na,Corn_starch,Thailand
Rat_na,Beef,Thailand
Rat_na,Seafood,Thailand
Rat_na,Shahe_fen,Thailand
Rat_na,Pork,Thailand
Rat_na,Stock_(food),Thailand
Rat_na,Chicken_(food),Thailand
Rat_na,Tofu,Thailand
Coronation_chicken,Mayonnaise,United_Kingdom
Coronation_chicken,Spice,United_Kingdom
Coronation_chicken,Chicken_(food),United_Kingdom
Coronation_chicken,Herb,United_Kingdom
Fried-brain_sandwich,Sliced_bread,United_States
Fried-brain_sandwich,Beef_brain,United_States
Gobstopper,Flavor,United_Kingdom
Gobstopper,Sugar,United_Kingdom
Gobstopper,Food_coloring,United_Kingdom
Marshmallow_creme,Corn_syrup,United_States
Marshmallow_creme,Syrup,United_States
Marshmallow_creme,Vanilla,United_States
Marshmallow_creme,Egg_white,United_States
St._Louis-style_pizza,Provel_cheese,United_States
St._Louis-style_pizza,Tomato_sauce,United_States
Steak_and_kidney_pie,Gravy,United_Kingdom
Steak_and_kidney_pie,Beef,United_Kingdom
Steak_and_kidney_pie,Kidney,United_Kingdom
Steak_and_kidney_pie,Onion,United_Kingdom
Sundae,Ice_cream,United_States
Coleslaw,Cabbage,Sweden
Coleslaw,Mayonnaise,Sweden
Coleslaw,Vinegar,Sweden
Coleslaw,Vinaigrette,Sweden
Coleslaw,Vegetable_oil,Sweden
Italian_beef,Roast_beef,United_States
Italian_beef,List_of_Italian_dishes,United_States
Jaffa_Cakes,Chocolate,United_Kingdom
Jaffa_Cakes,Sponge_cake,United_Kingdom
Red_pudding,Bacon,United_Kingdom
Red_pudding,Suet,United_Kingdom
Red_pudding,Fat,United_Kingdom
Red_pudding,Beef,United_Kingdom
Red_pudding,Spice,United_Kingdom
Red_pudding,Pork,United_Kingdom
Red_pudding,Pork_rind,United_Kingdom
Red_pudding,Wheat_flour,United_Kingdom
Red_pudding,Rusk,United_Kingdom
Red_velvet_cake,Butter,United_States
Red_velvet_cake,Flour,United_States
Red_velvet_cake,Sugar,United_States
Red_velvet_cake,Vanilla,United_States
Red_velvet_cake,Beetroot,United_States
Red_velvet_cake,Cream_cheese,United_States
Red_velvet_cake,Food_coloring,United_States
Red_velvet_cake,Cocoa_solids,United_States
Red_velvet_cake,Buttermilk,United_States
Tabbouleh,Bulgur,Syria
Tabbouleh,Tomato,Syria
Tabbouleh,Parsley,Syria
Biryani,Meat,United_Kingdom
Biryani,Rice,United_Kingdom
Biryani,Dried_fruit,United_Kingdom
Biryani,List_of_Indian_spices,United_Kingdom
Biryani,Egg_(food),United_Kingdom
Biryani,Vegetable,United_Kingdom
Biryani,Curd,United_Kingdom
Cinnamon_roll,Butter,Sweden
Cinnamon_roll,Cinnamon,Sweden
Cinnamon_roll,Flour,Sweden
Cinnamon_roll,Sugar,Sweden
Sloppy_joe,Ketchup,United_States
Sloppy_joe,Worcestershire_sauce,United_States
Sloppy_joe,Onion,United_States
Sloppy_joe,Ground_beef,United_States
Bumbleberry_pie,Berry,United_States
Bean_pie,Bean,United_States
Bean_pie,Spice,United_States
Bean_pie,Sugar,United_States
Bean_pie,Soy_milk,United_States
Bean_pie,Cottonseed_oil,United_States
Massaman_curry,Cardamom,Thailand
Massaman_curry,Cashew,Thailand
Massaman_curry,Chili_pepper,Thailand
Massaman_curry,Cinnamon,Thailand
Massaman_curry,Fish_sauce,Thailand
Massaman_curry,Bay_leaf,Thailand
Massaman_curry,Meat,Thailand
Massaman_curry,Onion,Thailand
Massaman_curry,Potato,Thailand
Massaman_curry,Tamarind,Thailand
Massaman_curry,Coconut_milk,Thailand
Massaman_curry,Chicken_(food),Thailand
Massaman_curry,Duck_(food),Thailand
Massaman_curry,Illicium_verum,Thailand
Massaman_curry,Peanut,Thailand
Massaman_curry,Tofu,Thailand
Massaman_curry,Palm_sugar,Thailand
Oatcake,Oat,United_Kingdom
Oysters_en_brochette,Bacon,United_States
Oysters_en_brochette,Oyster,United_States
Coconut_rice,Coconut,Thailand
Coconut_rice,Rice,Thailand
Sussex_Pond_Pudding,Butter,United_Kingdom
Sussex_Pond_Pudding,Suet,United_Kingdom
Sussex_Pond_Pudding,Sugar,United_Kingdom
Sussex_Pond_Pudding,Lemon,United_Kingdom
Rose_hip_soup,Rose_hip,Sweden
Khanom_chin,Rice,Thailand
Scotch_woodcock,Egg_(food),United_Kingdom
Miang_kham,Coconut,Thailand
Miang_kham,Ginger,Thailand
Miang_kham,Birds_eye_chili,Thailand
Miang_kham,Shallot,Thailand
Miang_kham,Water,Thailand
Miang_kham,Garlic,Thailand
Miang_kham,Lime_(fruit),Thailand
Miang_kham,Piper_sarmentosum,Thailand
Miang_kham,Sliced_galangal,Thailand
Miang_kham,Shrimp_paste,Thailand
Miang_kham,Chopped_palm_sugar,Thailand
Miang_kham,Sliced_shallots,Thailand
Chickpea_bread,Chickpea,Turkey
Colocasia_with_lamb,Taro,Turkey
Colocasia_with_lamb,Lamb_and_mutton,Turkey
Etli_ekmek,Meat,Turkey
Etli_ekmek,Dough,Turkey
Pestil,Flour,Turkey
Pestil,Must,Turkey
Pestil,Nut_(fruit),Turkey
Redcurrant_sauce,Sugar,United_Kingdom
Redcurrant_sauce,Redcurrant,United_Kingdom
Redcurrant_sauce,Mustard_(condiment),United_Kingdom
Torpedo_dessert,Butter,Turkey
Torpedo_dessert,Bakers_yeast,Turkey
Whisky_sauce,Whisky,United_Kingdom
Yogurt_soup,Flour,Turkey
Yogurt_soup,Yogurt,Turkey
Yogurt_soup,Mentha,Turkey
Yogurt_soup,Rice,Turkey
Yogurt_soup,Spinach,Turkey
Yogurt_soup,Egg_(food),Turkey
Yogurt_soup,Parsley,Turkey
Bath_bun,Zante_currant,United_Kingdom
Bath_bun,Sugar,United_Kingdom
Bath_bun,Raisin,United_Kingdom
Bath_bun,Sultana_(grape),United_Kingdom
Chelsea_bun,Cinnamon,United_Kingdom
Chelsea_bun,Zest_(ingredient),United_Kingdom
Chelsea_bun,Bakers_yeast,United_Kingdom
Rock_(confectionery),Flavor,United_Kingdom
Rock_(confectionery),Spearmint,United_Kingdom
Rock_(confectionery),Sugar,United_Kingdom
Spotted_dick,Suet,United_Kingdom
Spotted_dick,Dried_fruit,United_Kingdom
Swiss_chocolate,Chocolate,Switzerland
Digestive_biscuit,Tartaric_acid,United_Kingdom
Digestive_biscuit,Malt,United_Kingdom
Digestive_biscuit,Sugar,United_Kingdom
Digestive_biscuit,Salt,United_Kingdom
Digestive_biscuit,Whole_grain,United_Kingdom
Digestive_biscuit,Malic_acid,United_Kingdom
Digestive_biscuit,Vegetable_oil,United_Kingdom
Digestive_biscuit,Leavening_agent,United_Kingdom
Digestive_biscuit,Wheat_flour,United_Kingdom
Chicken_Kiev,Bread_crumbs,Ukraine
Chicken_Kiev,Chicken_(food),Ukraine
Chicken_Kiev,Herb,Ukraine
Chicken_tikka_masala,Chili_pepper,United_Kingdom
Chicken_tikka_masala,Coconut,United_Kingdom
Chicken_tikka_masala,Ginger,United_Kingdom
Chicken_tikka_masala,Yogurt,United_Kingdom
Chicken_tikka_masala,Cream,United_Kingdom
Chicken_tikka_masala,Garlic,United_Kingdom
Chicken_tikka_masala,Onion,United_Kingdom
Chicken_tikka_masala,Tomato,United_Kingdom
Chicken_tikka_masala,Chicken_(food),United_Kingdom
Christmas_pudding,Suet,United_Kingdom
Christmas_pudding,Sugar,United_Kingdom
Christmas_pudding,Treacle,United_Kingdom
Clover_(spread),Buttermilk,United_Kingdom
Clover_(spread),Vegetable_oil,United_Kingdom
Squab_pie,Lamb_and_mutton,United_Kingdom
Squab_pie,Apple,United_Kingdom
Kabsa,Cardamom,United_Arab_Emirates
Kabsa,Cinnamon,United_Arab_Emirates
Kabsa,Bay_leaf,United_Arab_Emirates
Kabsa,Nutmeg,United_Arab_Emirates
Kabsa,Saffron,United_Arab_Emirates
Kabsa,Basmati,United_Arab_Emirates
Kabsa,Dried_lime,United_Arab_Emirates
Green_curry,Fish_sauce,Thailand
Green_curry,Coconut_milk,Thailand
Green_curry,Kaffir_lime,Thailand
Green_curry,Curry_paste,Thailand
Green_curry,Palm_sugar,Thailand
Green_curry,Thai_basil,Thailand
Bara_brith,Zante_currant,United_Kingdom
Bara_brith,Raisin,United_Kingdom
Bara_brith,Bakers_yeast,United_Kingdom
Bara_brith,Candied_fruit,United_Kingdom
Jam_sandwich_(food),Butter,United_Kingdom
Jam_sandwich_(food),Fruit_preserves,United_Kingdom
Jam_sandwich_(food),Sliced_bread,United_Kingdom
Jam_sandwich_(food),Margarine,United_Kingdom
Heavy_cake,Butter,United_Kingdom
Heavy_cake,Flour,United_Kingdom
Heavy_cake,Milk,United_Kingdom
Heavy_cake,Sugar,United_Kingdom
Heavy_cake,Raisin,United_Kingdom
Heavy_cake,Lard,United_Kingdom
Khanom_thuai,Tapioca,Thailand
Khanom_thuai,Root_flour,Thailand
Khanom_thuai,Coconut_(fruit),Thailand
Khanom_thuai,Rice_flour_(food),Thailand
Kiribath,Rice,Sri_Lanka
Kiribath,Coconut_milk,Sri_Lanka
Chal,Camel_milk,Turkmenistan
Toast_sandwich,Butter,United_Kingdom
Toast_sandwich,Bread,United_Kingdom
Toast_sandwich,Toast,United_Kingdom
Samanu,Wheat,Tajikistan
Jam_Roly-Poly,Suet,United_Kingdom
Jam_Roly-Poly,Fruit_preserves,United_Kingdom
Malvern_pudding,Custard,United_Kingdom
Groaty_pudding,Onion,United_Kingdom
Groaty_pudding,Leek,United_Kingdom
Groaty_pudding,Stock_(food),United_Kingdom
Groaty_pudding,Groat_(grain),United_Kingdom
Muhammara,Chili_pepper,Syria
Muhammara,Olive_oil,Syria
Muhammara,Salt,Syria
Muhammara,Walnut,Syria
Muhammara,Bread_crumbs,Syria
Muhammara,Cumin,Syria
Muhammara,Lemon,Syria
Muhammara,Pomegranate_juice,Syria
Treacle_sponge_pudding,Golden_syrup,United_Kingdom
Treacle_sponge_pudding,Sponge_cake,United_Kingdom
Berner_Honiglebkuchen,Flour,Switzerland
Berner_Honiglebkuchen,Honey,Switzerland
Berner_Honiglebkuchen,Milk,Switzerland
Berner_Honiglebkuchen,Icing_(food),Switzerland
Berner_Honiglebkuchen,Margarine,Switzerland
Berner_Honiglebkuchen,Potassium_carbonate,Switzerland
Chocolate_biscuit_pudding,Marie_biscuit,Sri_Lanka
Boat_noodles,Cinnamon,Thailand
Boat_noodles,Soy_sauce,Thailand
Boat_noodles,Morning_glory,Thailand
Boat_noodles,Garlic,Thailand
Boat_noodles,Radish,Thailand
Boat_noodles,Paprika,Thailand
Boat_noodles,Bean_sprout,Thailand
Boat_noodles,Salt,Thailand
Boat_noodles,Parsley,Thailand
Boat_noodles,Fermented_bean_curd,Thailand
Kluay_buad_chee,Coconut,Thailand
Kluay_buad_chee,Banana,Thailand
Kluay_buad_chee,Milk,Thailand
Kluay_buad_chee,Sugar,Thailand
Kluay_buad_chee,Salt,Thailand
Krob_kem,Wheat_flour,Thailand
Blodpalt,Flour,Sweden
Blodpalt,Pig,Sweden
Blodpalt,Reindeer,Sweden
Pitepalt,Wheat,Sweden
Pitepalt,Barley,Sweden
Pitepalt,Potato,Sweden
Pitepalt,Salt,Sweden
Chutney,Garlic,Sri_Lanka
Chutney,Onion,Sri_Lanka
Satay,Skewer,Suriname
Satay,Skewer,Thailand
Borscht,Cabbage,Ukraine
Borscht,Carrot,Ukraine
Borscht,Onion,Ukraine
Borscht,Potato,Ukraine
Borscht,Salt,Ukraine
Borscht,Smetana_(dairy_product),Ukraine
Borscht,Beta_vulgaris,Ukraine
Crumble,Butter,United_Kingdom
Crumble,Flour,United_Kingdom
Crumble,Fruit,United_Kingdom
Crumble,Cheese,United_Kingdom
Crumble,Meat,United_Kingdom
Crumble,Sugar,United_Kingdom
Crumble,Vegetable,United_Kingdom
Pathia,Chili_pepper,United_Kingdom
Pathia,Ginger,United_Kingdom
Pathia,Sugar,United_Kingdom
Pathia,Vinegar,United_Kingdom
Pathia,Coriander,United_Kingdom
Pathia,Garlic,United_Kingdom
Pathia,Tamarind,United_Kingdom
Sloppy_giuseppe,Bell_pepper,United_Kingdom
Sloppy_giuseppe,Beef,United_Kingdom
Ladys_navel,Syrup,Turkey
Ladys_navel,Choux_pastry,Turkey
Berner_Haselnusslebkuchen,Cinnamon,Switzerland
Berner_Haselnusslebkuchen,Honey,Switzerland
Berner_Haselnusslebkuchen,Sugar,Switzerland
Berner_Haselnusslebkuchen,Hazelnut,Switzerland
Berner_Haselnusslebkuchen,Egg_white,Switzerland
Berner_Haselnusslebkuchen,Almond,Switzerland
Berner_Haselnusslebkuchen,Candied_fruit,Switzerland
Caraway_seed_cake,Flour,United_Kingdom
Caraway_seed_cake,Caraway,United_Kingdom
Caraway_seed_cake,Egg_(food),United_Kingdom
Nokul,Feta,Turkey
Nokul,Poppy_seed,Turkey
Nokul,Walnut,Turkey
Herring_soup,Kipper,Sweden
Herring_soup,Water,Sweden
Herring_soup,Barley,Sweden
Doner_kebab,Beef,Turkey
Doner_kebab,Lamb_and_mutton,Turkey
Doner_kebab,Chicken_(food),Turkey
Pane_ticinese,Flour,Switzerland
Pane_ticinese,Water,Switzerland
Pane_ticinese,Oil,Switzerland
Pane_ticinese,Biga_(bread_baking),Switzerland
Vinegret,Sauerkraut,Ukraine
Vinegret,Carrot,Ukraine
Vinegret,Onion,Ukraine
Vinegret,Potato,Ukraine
Vinegret,Beetroot,Ukraine
Vinegret,Pickled_cucumber,Ukraine
Red_curry,Chili_pepper,Thailand
Red_curry,Galangal,Thailand
Red_curry,Shallot,Thailand
Red_curry,Coriander,Thailand
Red_curry,Coconut_milk,Thailand
Red_curry,Salt,Thailand
Red_curry,Black_pepper,Thailand
Red_curry,Cymbopogon,Thailand
Red_curry,Kaffir_lime,Thailand
Red_curry,Curry_paste,Thailand
Red_curry,Cumin,Thailand
Red_curry,Shrimp_paste,Thailand
Nasi_goreng,Fried_rice,Suriname
Hot_water_crust_pastry,Flour,United_Kingdom
Hot_water_crust_pastry,Lard,United_Kingdom
Capuns,Chard,Switzerland
Capuns,Spätzle,Switzerland
Raspberry_Ripple,Vanilla,United_Kingdom
Raspberry_Ripple,Raspberry,United_Kingdom
Thai_curry,Fruit,Thailand
Thai_curry,Meat,Thailand
Thai_curry,Seafood,Thailand
Thai_curry,Coconut_milk,Thailand
Thai_curry,Herb,Thailand
Thai_curry,Vegetable,Thailand
Thai_curry,Curry_paste,Thailand
Bacon_sandwich,Bacon,United_Kingdom
Bacon_sandwich,Ketchup,United_Kingdom
Bacon_sandwich,Bread,United_Kingdom
Ashure,Fruit,Turkey
Ashure,Food_grain,Turkey
Ashure,Nut_(fruit),Turkey
Quince_dessert,Clove,Turkey
Quince_dessert,Sugar,Turkey
Quince_dessert,Quince,Turkey
Quince_dessert,Kaymak,Turkey
Quince_dessert,Walnut,Turkey
Ba-wan,Shiitake,Taiwan
Ba-wan,Corn_starch,Taiwan
Ba-wan,Rice,Taiwan
Ba-wan,Sweet_potato,Taiwan
Ba-wan,Pork,Taiwan
Ba-wan,Bamboo_shoot,Taiwan
Eton_mess,Cream,United_Kingdom
Eton_mess,Strawberry,United_Kingdom
Eton_mess,Meringue,United_Kingdom
Sugar_mice,Seasoning,United_Kingdom
Sugar_mice,Golden_syrup,United_Kingdom
Sugar_mice,Food_coloring,United_Kingdom
Sugar_mice,Egg_white,United_Kingdom
Sugar_mice,Powdered_sugar,United_Kingdom
Suet_pudding,Suet,United_Kingdom
Hobnob_biscuit,Rolled_oats,United_Kingdom
Flump_(sweet),Gelatin,United_Kingdom
Flump_(sweet),Sugar,United_Kingdom
Flump_(sweet),Water,United_Kingdom
Flump_(sweet),Cornflour,United_Kingdom
Flump_(sweet),Glucose_fructose_corn_syrup,United_Kingdom
Rumbledethumps,Cabbage,United_Kingdom
Rumbledethumps,Onion,United_Kingdom
Rumbledethumps,Potato,United_Kingdom
Liverpool_Tart,Sugar,United_Kingdom
Liverpool_Tart,Lemon,United_Kingdom
Cabinet_pudding,Sponge_cake,United_Kingdom
Fruit_hat_(pudding),Butter,United_Kingdom
Fruit_hat_(pudding),Flour,United_Kingdom
Fruit_hat_(pudding),Suet,United_Kingdom
Fruit_hat_(pudding),Fruit,United_Kingdom
Burebrot,Flour,Switzerland
Burebrot,Milk,Switzerland
Burebrot,Water,Switzerland
Burebrot,Wheat,Switzerland
Burebrot,Bakers_yeast,Switzerland
Bread_and_butter_pudding,Cream,United_Kingdom
Bread_and_butter_pudding,Bread,United_Kingdom
Bread_and_butter_pudding,Milk,United_Kingdom
Bread_and_butter_pudding,Nutmeg,United_Kingdom
Bread_and_butter_pudding,Raisin,United_Kingdom
Bread_and_butter_pudding,Egg_(food),United_Kingdom
Ramadan_pita,Bakers_yeast,Turkey
Ramadan_pita,Wheat_flour,Turkey
Assidat_Zgougou,Pinus_halepensis,Tunisia
Figgy_pudding,Ficus,United_Kingdom
Cezerye,Coconut,Turkey
Cezerye,Carrot,Turkey
Cezerye,Nut_(fruit),Turkey
Cezerye,Pistachio,Turkey
Kokis,Rice_flour,Sri_Lanka
Kokis,Coconut_milk,Sri_Lanka
Cumberland_Hapenny_Pie,Butter,United_Kingdom
Cumberland_Hapenny_Pie,Flour,United_Kingdom
Cumberland_Hapenny_Pie,Sugar,United_Kingdom
Cumberland_Hapenny_Pie,Egg_(food),United_Kingdom
Basler_Brot,Flour,Switzerland
Basler_Brot,Pre-ferment,Switzerland
Basler_Brot,Bakers_yeast,Switzerland
Cornish_fairing,Ginger,United_Kingdom
Cornish_fairing,Mixed_spice,United_Kingdom
Cornish_fairing,Golden_syrup,United_Kingdom
Boyoz,Flour,Turkey
Boyoz,Tahini,Turkey
Boyoz,Sunflower_oil,Turkey
Fat_rascal,Zante_currant,United_Kingdom
Fat_rascal,Zest_(ingredient),United_Kingdom
Pol_Pani,Coconut_milk,Sri_Lanka
Wonton_noodles,Flour,Thailand
Wonton_noodles,Shrimp,Thailand
Wonton_noodles,Pork,Thailand
Wonton_noodles,Egg_(food),Thailand
Hujiao_bing,Soy_sauce,Taiwan
Hujiao_bing,Scallion,Taiwan
Hujiao_bing,Sugar,Taiwan
Hujiao_bing,Black_pepper,Taiwan
Manchet,Flour,United_Kingdom
Steak_pie,Gravy,United_Kingdom
Steak_pie,Pastry,United_Kingdom
Steak_pie,Steak,United_Kingdom
Phat_phrik_khing,Chili_pepper,Thailand
Phat_phrik_khing,Galangal,Thailand
Phat_phrik_khing,Garlic,Thailand
Phat_phrik_khing,Cymbopogon,Thailand
Viscount_(biscuit),Biscuit,United_Kingdom
Viscount_(biscuit),Types_of_chocolate,United_Kingdom
Abernethy_biscuit,Sugar,United_Kingdom
Abernethy_biscuit,Caraway,United_Kingdom
Abernethy_biscuit,Hardtack,United_Kingdom
Flies_graveyard,Ribes,United_Kingdom
Flies_graveyard,Raisin,United_Kingdom
Date_and_walnut_loaf,Date_palm,United_Kingdom
Date_and_walnut_loaf,Treacle,United_Kingdom
Date_and_walnut_loaf,Walnut,United_Kingdom
Svartsoppa,Blood_as_food,Sweden
Kyiv_cake,Chocolate,Ukraine
Kyiv_cake,Hazelnut,Ukraine
Kyiv_cake,Meringue,Ukraine
Tandoor_bread,Flour,Tajikistan
Tandoor_bread,Flour,Turkey
Khanom_bueang,Rice,Thailand
Ostkaka,Cream,Sweden
Ostkaka,Rennet,Sweden
Ostkaka,Milk,Sweden
Ostkaka,Sugar,Sweden
Ostkaka,Egg_(food),Sweden
Ostkaka,Almond,Sweden
Spettekaka,Egg_(food),Sweden
Spettekaka,Potato_starch,Sweden
Alinazik_kebab,Lamb_and_mutton,Turkey
Alinazik_kebab,Eggplant,Turkey
Diyabath,Rice,Sri_Lanka
Diyabath,Garlic,Sri_Lanka
Diyabath,Onion,Sri_Lanka
Diyabath,Coconut_milk,Sri_Lanka
Thong_yip,Egg_(food),Thailand
Lymonnyk,Pastry,Ukraine
Lymonnyk,Sugar,Ukraine
Lymonnyk,Lemon,Ukraine
Cheddar_sauce,Butter,United_Kingdom
Cheddar_sauce,Flour,United_Kingdom
Toyga_soup,Flour,Turkey
Toyga_soup,Yogurt,Turkey
Toyga_soup,Mentha,Turkey
Toyga_soup,Wheat,Turkey
