Food,ingr1,ingr2,ingr3,ingr4,ingr5,ingr6,ingr7,ingr8,ingr9,ingr10,ingr11,ingr12,ingr13,ingr14,ingr15,ingr16,ingr17,ingr18,ingr19,ingr20,Origin
Breakfast_sandwich,Cheese,Bread,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Punsch-roll,Butter,Cocoa_bean,Marzipan,Chocolate,Cookie,Punsch,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ambrosia_(fruit_salad),Coconut,Marshmallow,Pineapple,Mandarin_orange,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chinese_chicken_salad,Ginger,Lettuce,Sesame_oil,Chicken_(food),Chinese_noodles,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Imagawayaki,Red_bean_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mandazi,Flour,Milk,Sugar,Water,Yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pashofa,White_corn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Piyaz,Bean,Vegetable,Boiled_egg,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Steak_and_kidney_pudding,Suet,Pig,Lamb_and_mutton,Steak,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Wagon_Wheels,Marshmallow,Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cashew_chicken,Cashew,Soy_sauce,Stock_(food),Chicken_(food),Vegetable,Oyster_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hot_milk_cake,Flour,Milk,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Zerde,Rice,Sugar,Raisin,Pistachio,Saffron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Carac_(pastry),Pie,Chocolate,Icing_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cheese_and_pickle_sandwich,Cheese,Bread,Branston_(brand),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Drunken_noodles,Chili_pepper,Fish_sauce,Soy_sauce,Meat,Seafood,Garlic,Shahe_fen,Bean_sprout,Ocimum_tenuiflorum,Tofu,?,?,?,?,?,?,?,?,?,?,Other_region
Panada,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lardy_cake,Flour,Zante_currant,Spice,Sugar,Raisin,Rendering_(animal_products),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Piki,Water,Cornmeal,Blue_corn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Summer_pudding,Fruit,Bread,Juice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Half-smoke,Beef,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cheese_dog,Cheese,Processed_cheese,Hot_dog,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pla_ra,Fish_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Johnny_Marzetti,Macaroni,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chocolate_chip_cookie_dough_ice_cream,Chocolate_chip_cookie,Ice_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hallongrotta,Fruit_preserves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Harput_meatballs,Tomato_paste,Spice,Ground_beef,Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Potato_doughnut,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Caozaiguo,Glutinous_rice,Gnaphalium_affine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Devils_food_cake,Butter,Flour,Egg_white,Cocoa_solids,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Fudge,Butter,Milk,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Lemon_ice_box_pie,Butter,Condensed_milk,Egg_(food),Graham_cracker,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mayfair_salad_dressing,Canola,Champagne,Anchovy,Celery,Garlic,Horseradish,Onion,Black_pepper,Cooking_oil,Egg_(food),Mustard_(condiment),?,?,?,?,?,?,?,?,?,Northern_America
Pig_candy,Caramel,Smoking_(cooking),Pecan,Brown_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Shuangbaotai,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dondurma,Milk,Sugar,Mastic_(plant_resin),Salep,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sambal,Chili_pepper,Garlic,Shrimp_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Better_than_sex_cake,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cobb_salad,Bacon,Chives,Endive,Lettuce,Tomato,Roquefort,Avocado,Egg_(food),Vinaigrette,Romaine_lettuce,Chicken_(food),Watercress,?,?,?,?,?,?,?,?,Northern_America
Gulab_jamun,Saffron,Khoa,Saffron,Khoa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coney_Island_hot_dog,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mi_krop,Rice_noodles,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panocha,Wheat_flour,Panela,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Polkagris,Sugar,Peppermint,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Scouse_(food),Beef,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Peanut_butter_cup,Chocolate,Peanut_butter,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cheese_dream,Butter,Cheddar_cheese,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Birnenhonig,Pear,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Date_shake,Date_palm,Ice_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Malt_loaf,Malt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rat_na,Fish_sauce,Soy_sauce,Tapioca,Corn_starch,Beef,Seafood,Shahe_fen,Pork,Stock_(food),Chicken_(food),Tofu,?,?,?,?,?,?,?,?,?,Other_region
Coronation_chicken,Mayonnaise,Spice,Chicken_(food),Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fried-brain_sandwich,Sliced_bread,Beef_brain,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Gobstopper,Flavor,Sugar,Food_coloring,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Marshmallow_creme,Corn_syrup,Syrup,Vanilla,Egg_white,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
St._Louis-style_pizza,Provel_cheese,Tomato_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Steak_and_kidney_pie,Gravy,Beef,Kidney,Onion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sundae,Ice_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Coleslaw,Cabbage,Mayonnaise,Vinegar,Vinaigrette,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Italian_beef,Roast_beef,List_of_Italian_dishes,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Jaffa_Cakes,Chocolate,Sponge_cake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Red_pudding,Bacon,Suet,Fat,Beef,Spice,Pork,Pork_rind,Wheat_flour,Rusk,?,?,?,?,?,?,?,?,?,?,?,Other_region
Red_velvet_cake,Butter,Flour,Sugar,Vanilla,Beetroot,Cream_cheese,Food_coloring,Cocoa_solids,Buttermilk,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Tabbouleh,Bulgur,Tomato,Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Biryani,Meat,Rice,Dried_fruit,List_of_Indian_spices,Egg_(food),Vegetable,Curd,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cinnamon_roll,Butter,Cinnamon,Flour,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sloppy_joe,Ketchup,Worcestershire_sauce,Onion,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bumbleberry_pie,Berry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bean_pie,Bean,Spice,Sugar,Soy_milk,Cottonseed_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Massaman_curry,Cardamom,Cashew,Chili_pepper,Cinnamon,Fish_sauce,Bay_leaf,Meat,Onion,Potato,Tamarind,Coconut_milk,Chicken_(food),Duck_(food),Illicium_verum,Peanut,Tofu,Palm_sugar,?,?,?,Other_region
Oatcake,Oat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Oysters_en_brochette,Bacon,Oyster,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Coconut_rice,Coconut,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sussex_Pond_Pudding,Butter,Suet,Sugar,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rose_hip_soup,Rose_hip,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khanom_chin,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Scotch_woodcock,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Miang_kham,Coconut,Ginger,Birds_eye_chili,Shallot,Water,Garlic,Lime_(fruit),Piper_sarmentosum,Sliced_galangal,Shrimp_paste,Chopped_palm_sugar,Sliced_shallots,?,?,?,?,?,?,?,?,Other_region
Chickpea_bread,Chickpea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Colocasia_with_lamb,Taro,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Etli_ekmek,Meat,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pestil,Flour,Must,Nut_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Redcurrant_sauce,Sugar,Redcurrant,Mustard_(condiment),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Torpedo_dessert,Butter,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Whisky_sauce,Whisky,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Yogurt_soup,Flour,Yogurt,Mentha,Rice,Spinach,Egg_(food),Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bath_bun,Zante_currant,Sugar,Raisin,Sultana_(grape),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chelsea_bun,Cinnamon,Zest_(ingredient),Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rock_(confectionery),Flavor,Spearmint,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Spotted_dick,Suet,Dried_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Swiss_chocolate,Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Digestive_biscuit,Tartaric_acid,Malt,Sugar,Salt,Whole_grain,Malic_acid,Vegetable_oil,Leavening_agent,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chicken_Kiev,Bread_crumbs,Chicken_(food),Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chicken_tikka_masala,Chili_pepper,Coconut,Ginger,Yogurt,Cream,Garlic,Onion,Tomato,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,Other_region
Christmas_pudding,Suet,Sugar,Treacle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Clover_(spread),Buttermilk,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Squab_pie,Lamb_and_mutton,Apple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kabsa,Cardamom,Cinnamon,Bay_leaf,Nutmeg,Saffron,Basmati,Dried_lime,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Green_curry,Fish_sauce,Coconut_milk,Kaffir_lime,Curry_paste,Palm_sugar,Thai_basil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bara_brith,Zante_currant,Raisin,Bakers_yeast,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jam_sandwich_(food),Butter,Fruit_preserves,Sliced_bread,Margarine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Heavy_cake,Butter,Flour,Milk,Sugar,Raisin,Lard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khanom_thuai,Tapioca,Root_flour,Coconut_(fruit),Rice_flour_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kiribath,Rice,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chal,Camel_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Toast_sandwich,Butter,Bread,Toast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Samanu,Wheat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jam_Roly-Poly,Suet,Fruit_preserves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malvern_pudding,Custard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Groaty_pudding,Onion,Leek,Stock_(food),Groat_(grain),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Muhammara,Chili_pepper,Olive_oil,Salt,Walnut,Bread_crumbs,Cumin,Lemon,Pomegranate_juice,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Treacle_sponge_pudding,Golden_syrup,Sponge_cake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Berner_Honiglebkuchen,Flour,Honey,Milk,Icing_(food),Margarine,Potassium_carbonate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chocolate_biscuit_pudding,Marie_biscuit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Boat_noodles,Cinnamon,Soy_sauce,Morning_glory,Garlic,Radish,Paprika,Bean_sprout,Salt,Parsley,Fermented_bean_curd,?,?,?,?,?,?,?,?,?,?,Other_region
Kluay_buad_chee,Coconut,Banana,Milk,Sugar,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Krob_kem,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Blodpalt,Flour,Pig,Reindeer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pitepalt,Wheat,Barley,Potato,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chutney,Garlic,Onion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Satay,Skewer,Skewer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Borscht,Cabbage,Carrot,Onion,Potato,Salt,Smetana_(dairy_product),Beta_vulgaris,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Crumble,Butter,Flour,Fruit,Cheese,Meat,Sugar,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pathia,Chili_pepper,Ginger,Sugar,Vinegar,Coriander,Garlic,Tamarind,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sloppy_giuseppe,Bell_pepper,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ladys_navel,Syrup,Choux_pastry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Berner_Haselnusslebkuchen,Cinnamon,Honey,Sugar,Hazelnut,Egg_white,Almond,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caraway_seed_cake,Flour,Caraway,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nokul,Feta,Poppy_seed,Walnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Herring_soup,Kipper,Water,Barley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Doner_kebab,Beef,Lamb_and_mutton,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pane_ticinese,Flour,Water,Oil,Biga_(bread_baking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vinegret,Sauerkraut,Carrot,Onion,Potato,Beetroot,Pickled_cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Red_curry,Chili_pepper,Galangal,Shallot,Coriander,Coconut_milk,Salt,Black_pepper,Cymbopogon,Kaffir_lime,Curry_paste,Cumin,Shrimp_paste,?,?,?,?,?,?,?,?,Other_region
Nasi_goreng,Fried_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hot_water_crust_pastry,Flour,Lard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Capuns,Chard,Spätzle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Raspberry_Ripple,Vanilla,Raspberry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Thai_curry,Fruit,Meat,Seafood,Coconut_milk,Herb,Vegetable,Curry_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bacon_sandwich,Bacon,Ketchup,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ashure,Fruit,Food_grain,Nut_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Quince_dessert,Clove,Sugar,Quince,Kaymak,Walnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ba-wan,Shiitake,Corn_starch,Rice,Sweet_potato,Pork,Bamboo_shoot,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Eton_mess,Cream,Strawberry,Meringue,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sugar_mice,Seasoning,Golden_syrup,Food_coloring,Egg_white,Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Suet_pudding,Suet,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hobnob_biscuit,Rolled_oats,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Flump_(sweet),Gelatin,Sugar,Water,Cornflour,Glucose_fructose_corn_syrup,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rumbledethumps,Cabbage,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Liverpool_Tart,Sugar,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cabinet_pudding,Sponge_cake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fruit_hat_(pudding),Butter,Flour,Suet,Fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Burebrot,Flour,Milk,Water,Wheat,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bread_and_butter_pudding,Cream,Bread,Milk,Nutmeg,Raisin,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ramadan_pita,Bakers_yeast,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Assidat_Zgougou,Pinus_halepensis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Figgy_pudding,Ficus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cezerye,Coconut,Carrot,Nut_(fruit),Pistachio,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kokis,Rice_flour,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cumberland_Hapenny_Pie,Butter,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Basler_Brot,Flour,Pre-ferment,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cornish_fairing,Ginger,Mixed_spice,Golden_syrup,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Boyoz,Flour,Tahini,Sunflower_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fat_rascal,Zante_currant,Zest_(ingredient),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pol_Pani,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Wonton_noodles,Flour,Shrimp,Pork,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hujiao_bing,Soy_sauce,Scallion,Sugar,Black_pepper,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Manchet,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Steak_pie,Gravy,Pastry,Steak,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Phat_phrik_khing,Chili_pepper,Galangal,Garlic,Cymbopogon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Viscount_(biscuit),Biscuit,Types_of_chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Abernethy_biscuit,Sugar,Caraway,Hardtack,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Flies_graveyard,Ribes,Raisin,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Date_and_walnut_loaf,Date_palm,Treacle,Walnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Svartsoppa,Blood_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kyiv_cake,Chocolate,Hazelnut,Meringue,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tandoor_bread,Flour,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khanom_bueang,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ostkaka,Cream,Rennet,Milk,Sugar,Egg_(food),Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Spettekaka,Egg_(food),Potato_starch,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Alinazik_kebab,Lamb_and_mutton,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Diyabath,Rice,Garlic,Onion,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Thong_yip,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lymonnyk,Pastry,Sugar,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cheddar_sauce,Butter,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Toyga_soup,Flour,Yogurt,Mentha,Wheat,Chickpea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cachapa,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fahsa,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mandi_(food),Meat,Rice,Spice,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pisca_Andina,Carrot,Potato,Broth,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Canh_chua,Pineapple,Tomato,Bean_sprout,Fish,Tamarind,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_candy,Coconut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pho,Beef,Chicken_(food),Rice_noodles,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Saltah,Garlic,Tomato,Skhug,Herb,Fenugreek,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chuchvara,Flour,Water,Pork,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kakinada_khaja,Sugar,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Skhug,Bell_pepper,Coriander,Garlic,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Naryn_(dish),Noodle,Horse_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sonofabitch_stew,Offal,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Coconut_rice,Coconut,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tuna_fish_sandwich,Mayonnaise,Tuna_salad,Celery,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chantilly_cake,Butter,Sugar,Vanilla_extract,Chocolate_cake,Yolk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cookie_salad,Vanilla,Whipped_cream,Mandarin_orange,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Strawberry_Delight,Butter,Gelatin,Strawberry,Cream_cheese,Whipped_cream,Graham_cracker,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
